,TC_NAME,Request Data,Response Data
0,004_VTC_authorize_TC1_필수파라미터누락,"[2, '7745be99-c1f3-4e49-933a-c79e796a4ba0', 'authorize', '{}']","[4, '7745be99-c1f3-4e49-933a-c79e796a4ba0', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
1,004_VTC_authorize_TC2_필수파라미터null,"[2, 'cd92f2b4-7520-4a57-ab37-afc47d0a336f', 'authorize', '{    ""idTag"": """"}']","[4, 'cd92f2b4-7520-4a57-ab37-afc47d0a336f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
2,004_VTC_authorize_TC3_파라미터size,"[2, 'e7c5b8c9-a7db-49d3-a8df-319727c2c4a1', 'authorize', '{    ""idTag"": ""10100101794563631111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e7c5b8c9-a7db-49d3-a8df-319727c2c4a1', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
3,004_VTC_authorize_TC4_특수문자,"[2, 'b3f15688-8540-4ace-ac75-a95d69e18398', 'authorize', '{    ""idTag"": ""101001017945636#""}']","[4, 'b3f15688-8540-4ace-ac75-a95d69e18398', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
4,004_VTC_authorize_TC5_띄어쓰기,"[2, '7a28e868-1736-4898-b335-c2ade376f334', 'authorize', '{    ""idTag"": ""10100101 9456363""}']","[4, '7a28e868-1736-4898-b335-c2ade376f334', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
5,004_VTC_authorize_TC6_파라미터type,"[2, 'e40ffa6c-523e-4e37-91ee-7b73bee3fa33', 'authorize', '{    ""idTag"": 1010010179456360}']","[4, 'e40ffa6c-523e-4e37-91ee-7b73bee3fa33', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
6,001_VTC_bootNotification_TC1_띄어쓰기_파라미터size_띄어쓰기_띄어쓰기_띄어쓰기_파라미터type_띄어쓰기_파라미터size,"[2, 'c939891d-fa2a-4489-bc01-e28f78d92ac3', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222#990181""}']","[4, 'c939891d-fa2a-4489-bc01-e28f78d92ac3', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
7,001_VTC_bootNotification_TC2_띄어쓰기_파라미터type_띄어쓰기_필수파라미터null_특수문자_필수파라미터누락_파라미터type_띄어쓰기,"[2, 'f747d25e-75b5-499e-b8aa-8100bc96378c', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'f747d25e-75b5-499e-b8aa-8100bc96378c', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
8,001_VTC_bootNotification_TC3_띄어쓰기_파라미터type_특수문자_필수파라미터누락_띄어쓰기_필수파라미터누락_특수문자_특수문자,"[2, '3756e675-2eef-454b-86aa-4cd387995c76', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '3756e675-2eef-454b-86aa-4cd387995c76', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
9,001_VTC_bootNotification_TC4_띄어쓰기_파라미터type_파라미터size_특수문자_필수파라미터누락_필수파라미터누락_파라미터type_필수파라미터누락,"[2, 'eb592621-4907-4119-abd4-29736e956418', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": 450061222990181}']","[4, 'eb592621-4907-4119-abd4-29736e956418', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
10,001_VTC_bootNotification_TC5_띄어쓰기_파라미터type_파라미터type_파라미터size_필수파라미터null_필수파라미터누락_필수파라미터null_특수문자,"[2, 'e47bbbe2-1fec-4b6a-9c16-8045902a332e', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'e47bbbe2-1fec-4b6a-9c16-8045902a332e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
11,001_VTC_bootNotification_TC6_띄어쓰기_파라미터type_파라미터type_필수파라미터누락_파라미터type_필수파라미터누락_필수파라미터누락_필수파라미터null,"[2, 'dc1c8aaa-2a0c-44f0-9846-3ee341106cc0', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""Entityid"": """"}']","[4, 'dc1c8aaa-2a0c-44f0-9846-3ee341106cc0', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
12,001_VTC_bootNotification_TC7_띄어쓰기_파라미터type_필수파라미터null_필수파라미터누락_특수문자_필수파라미터누락_파라미터size_파라미터type,"[2, 'd68f8eff-7535-446b-b5e2-6414396a2b04', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, 'd68f8eff-7535-446b-b5e2-6414396a2b04', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
13,001_VTC_bootNotification_TC8_띄어쓰기_파라미터type_필수파라미터누락_파라미터type_파라미터size_파라미터type_띄어쓰기_필수파라미터null,"[2, '5ccde6e7-6a96-4e3c-b6ec-39d52bc8ffd1', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""rssi"": ""-4.2"",    ""lmsi"": ""450061222 990181"",    ""Entityid"": """"}']","[4, '5ccde6e7-6a96-4e3c-b6ec-39d52bc8ffd1', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
14,001_VTC_bootNotification_TC9_특수문자_파라미터size_특수문자_특수문자_특수문자_파라미터type_특수문자_필수파라미터null,"[2, '2002159c-809b-4e39-83c1-f0c3226be7a1', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""rssi"": ""-4.2"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": """"}']","[4, '2002159c-809b-4e39-83c1-f0c3226be7a1', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
15,001_VTC_bootNotification_TC10_특수문자_파라미터type_띄어쓰기_필수파라미터null_파라미터size_필수파라미터누락_파라미터size_특수문자,"[2, '0ba6eb27-d18f-4165-ae35-4eba8a837587', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '0ba6eb27-d18f-4165-ae35-4eba8a837587', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
16,001_VTC_bootNotification_TC11_특수문자_파라미터type_파라미터size_필수파라미터누락_파라미터type_필수파라미터누락_띄어쓰기_파라미터type,"[2, 'dcbbe89a-b97d-4590-9cfb-c1c1c4d71722', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222 990181"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, 'dcbbe89a-b97d-4590-9cfb-c1c1c4d71722', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
17,001_VTC_bootNotification_TC12_특수문자_파라미터type_파라미터size_필수파라미터누락_필수파라미터null_필수파라미터누락_파라미터type_띄어쓰기,"[2, 'e44f7c4b-1e00-42a4-a1b7-293b5b6491d3', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'e44f7c4b-1e00-42a4-a1b7-293b5b6491d3', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
18,001_VTC_bootNotification_TC13_특수문자_파라미터type_파라미터type_파라미터type_필수파라미터누락_필수파라미터누락_띄어쓰기_필수파라미터누락,"[2, '06d01930-0c11-4571-9e2e-ca18d7c7ac9f', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": ""450061222 990181""}']","[4, '06d01930-0c11-4571-9e2e-ca18d7c7ac9f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
19,001_VTC_bootNotification_TC14_특수문자_파라미터type_필수파라미터null_파라미터size_띄어쓰기_필수파라미터누락_필수파라미터누락_파라미터size,"[2, 'e118434d-c12c-436f-8f59-69c806123994', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'e118434d-c12c-436f-8f59-69c806123994', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
20,001_VTC_bootNotification_TC15_특수문자_파라미터type_필수파라미터누락_띄어쓰기_특수문자_필수파라미터누락_필수파라미터null_띄어쓰기,"[2, 'b18e90c9-50c2-487d-9893-54590ad98f67', 'bootNotification', '{    ""chargePointModel"": ""ELA007C 01"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'b18e90c9-50c2-487d-9893-54590ad98f67', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
21,001_VTC_bootNotification_TC16_파라미터size_파라미터size_띄어쓰기_필수파라미터누락_파라미터type_파라미터type_필수파라미터null_필수파라미터null,"[2, '839167a4-9b73-4a69-bf80-5a28b4944089', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""rssi"": ""-4.2"",    ""lmsi"": """",    ""Entityid"": """"}']","[4, '839167a4-9b73-4a69-bf80-5a28b4944089', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
22,001_VTC_bootNotification_TC17_파라미터size_파라미터size_필수파라미터null_파라미터type_필수파라미터누락_파라미터type_파라미터size_띄어쓰기,"[2, '47e2adcb-cbdd-4a0c-a064-10467f175a0f', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": """",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""rssi"": ""-4.2"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '47e2adcb-cbdd-4a0c-a064-10467f175a0f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
23,001_VTC_bootNotification_TC18_파라미터size_파라미터type_특수문자_파라미터type_필수파라미터null_필수파라미터누락_특수문자_필수파라미터null,"[2, '3561b5c2-445a-45d1-8acc-00485b38b964', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": 0.2.10,    ""Reason"":PowerUp,    ""lmsi"": ""450061222#990181"",    ""Entityid"": """"}']","[4, '3561b5c2-445a-45d1-8acc-00485b38b964', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
24,001_VTC_bootNotification_TC19_파라미터size_파라미터type_특수문자_필수파라미터null_파라미터size_필수파라미터누락_필수파라미터누락_파라미터type,"[2, 'efedf8c6-7e19-47b1-a2d7-5f17ea629f45', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": """",    ""Reason"": """",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, 'efedf8c6-7e19-47b1-a2d7-5f17ea629f45', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
25,001_VTC_bootNotification_TC20_파라미터size_파라미터type_파라미터size_파라미터size_파라미터size_필수파라미터누락_파라미터size_필수파라미터null,"[2, '7af08cea-37ff-4aa1-9235-be6a279d3b42', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": """"}']","[4, '7af08cea-37ff-4aa1-9235-be6a279d3b42', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
26,001_VTC_bootNotification_TC21_파라미터size_파라미터type_파라미터type_띄어쓰기_특수문자_필수파라미터누락_필수파라미터누락_특수문자,"[2, 'a2ac91f5-a74f-4bd1-b953-22d8eae388ac', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'a2ac91f5-a74f-4bd1-b953-22d8eae388ac', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
27,001_VTC_bootNotification_TC22_파라미터size_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_파라미터size_필수파라미터누락,"[2, '614aac83-f2e5-4527-92ec-11aa318ce63e', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"":EVSCA0100584,    ""firmwareVersion"": ""0.2#10"",    ""Reason"": ""Power#Up"",    ""lmsi"": ""45006122299018111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '614aac83-f2e5-4527-92ec-11aa318ce63e', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
28,001_VTC_bootNotification_TC23_파라미터size_파라미터type_필수파라미터null_필수파라미터null_필수파라미터null_필수파라미터누락_띄어쓰기_필수파라미터null,"[2, '578b31b9-057e-4b4a-a9fb-af3051018010', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": """",    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": ""450061222 990181"",    ""Entityid"": """"}']","[4, '578b31b9-057e-4b4a-a9fb-af3051018010', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
29,001_VTC_bootNotification_TC24_파라미터size_파라미터type_필수파라미터누락_필수파라미터null_띄어쓰기_필수파라미터누락_파라미터type_파라미터size,"[2, '35d188d6-b236-4dc9-8369-41a3d67f7af5', 'bootNotification', '{    ""chargePointModel"": ""ELA007C011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointVendor"":EVAR,    ""firmwareVersion"": """",    ""Reason"": """",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '35d188d6-b236-4dc9-8369-41a3d67f7af5', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
30,001_VTC_bootNotification_TC25_파라미터type_파라미터size_파라미터size_필수파라미터null_파라미터type_파라미터type_필수파라미터누락_특수문자,"[2, 'ae0bb0d4-f20c-47d6-8d94-fcff0050b0e2', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"": ""EVAR11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""firmwareVersion"": """",    ""Reason"": """",    ""rssi"": ""-4.2"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'ae0bb0d4-f20c-47d6-8d94-fcff0050b0e2', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
31,001_VTC_bootNotification_TC26_파라미터type_파라미터type_띄어쓰기_파라미터size_특수문자_필수파라미터누락_특수문자_필수파라미터누락,"[2, '68f1623e-eac4-461d-b915-1ca9648f2a74', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA 0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222#990181""}']","[4, '68f1623e-eac4-461d-b915-1ca9648f2a74', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
32,001_VTC_bootNotification_TC27_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_띄어쓰기_띄어쓰기,"[2, '162b69e4-c0dd-4270-bb23-477686f350bf', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""lmsi"": ""450061222 990181"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '162b69e4-c0dd-4270-bb23-477686f350bf', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
33,001_VTC_bootNotification_TC28_파라미터type_파라미터type_특수문자_띄어쓰기_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type,"[2, 'caa8e265-68cf-4303-adf6-918ed7fbae4f', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2. 10"",    ""Reason"": ""Power Up"",    ""Entityid"":ASN_CSE-D-f288259452d-EVSP}']","[4, 'caa8e265-68cf-4303-adf6-918ed7fbae4f', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
34,001_VTC_bootNotification_TC29_파라미터type_파라미터type_특수문자_파라미터size_특수문자_필수파라미터누락_필수파라미터누락_띄어쓰기,"[2, 'ddc453b8-ce33-486f-86aa-f6ef531f61bf', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, 'ddc453b8-ce33-486f-86aa-f6ef531f61bf', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
35,001_VTC_bootNotification_TC30_파라미터type_파라미터type_특수문자_파라미터size_파라미터type_필수파라미터누락_띄어쓰기_필수파라미터누락,"[2, '0607fdca-857f-440e-9d59-35575bdf9a41', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""firmwareVersion"": ""0.2.101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""Reason"": ""PowerUp11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": ""450061222 990181""}']","[4, '0607fdca-857f-440e-9d59-35575bdf9a41', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
36,001_VTC_bootNotification_TC31_파라미터type_파라미터type_특수문자_필수파라미터누락_특수문자_필수파라미터누락_필수파라미터누락_파라미터size,"[2, '6f3daa10-264b-440f-9a33-20d29f679614', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, '6f3daa10-264b-440f-9a33-20d29f679614', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
37,001_VTC_bootNotification_TC32_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터size_필수파라미터누락_필수파라미터누락_띄어쓰기,"[2, '33c29fa9-1fef-4f93-b684-fc32e9dcddc7', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D- f288259452d-EVSP""}']","[4, '33c29fa9-1fef-4f93-b684-fc32e9dcddc7', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
38,001_VTC_bootNotification_TC33_파라미터type_파라미터type_특수문자_필수파라미터누락_파라미터type_필수파라미터누락_특수문자_특수문자,"[2, '975a14b0-aa7a-4045-a8b3-92e6b3d5b8dd', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": ""450061222#990181"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '975a14b0-aa7a-4045-a8b3-92e6b3d5b8dd', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
39,001_VTC_bootNotification_TC34_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터null_필수파라미터누락_필수파라미터누락_특수문자,"[2, '5c886ed7-21a9-4819-8e07-1b72023e72ff', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, '5c886ed7-21a9-4819-8e07-1b72023e72ff', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
40,001_VTC_bootNotification_TC35_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_파라미터type_특수문자,"[2, 'b8b4c242-0309-4dd0-9529-dd029e9b5224', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": 450061222990181,    ""Entityid"": ""ASN_CSE-D-#f288259452d-EVSP""}']","[4, 'b8b4c242-0309-4dd0-9529-dd029e9b5224', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
41,001_VTC_bootNotification_TC36_파라미터type_파라미터type_특수문자_필수파라미터누락_필수파라미터누락_필수파라미터누락_필수파라미터null_파라미터size,"[2, 'fc7bb7f5-5128-47e6-9edd-3bf51f220e00', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA#0100584"",    ""lmsi"": """",    ""Entityid"": ""ASN_CSE-D-f288259452d-EVSP11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111""}']","[4, 'fc7bb7f5-5128-47e6-9edd-3bf51f220e00', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
42,001_VTC_bootNotification_TC37_파라미터type_파라미터type_파라미터size_필수파라미터누락_띄어쓰기_필수파라미터누락_필수파라미터null_필수파라미터null,"[2, '59402a26-db75-4f65-9ac7-cb27e843e658', 'bootNotification', '{    ""chargePointModel"":ELA007C01,    ""chargePointVendor"":EVAR,    ""chargePointSerialNumber"": ""EVSCA01005841111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111"",    ""lmsi"": """",    ""Entityid"": """"}']","[4, '59402a26-db75-4f65-9ac7-cb27e843e658', {'errorCode': 'GenericError', 'ErrorDescription': 'Unknown Error, please check your request data'}]"
